sample_id	raw_file_name	quant_type	source_column	plate	well	replicate_letter	ip_name	bait_name	condition	is_control	replicate_group	keep	notes
j4212	j4212.raw	Intensity	Intensity j4212	81059PEI	C04	A	j4212	LDB3	81059PEI	N	LDB3__81059PEI	Y	auto_filled_from_archiveSummary
j4213	j4213.raw	Intensity	Intensity j4213	81059PEI	C05	A	j4213	GGPS1	81059PEI	N	GGPS1__81059PEI	Y	auto_filled_from_archiveSummary
j4215	j4215.raw	Intensity	Intensity j4215	81059PEI	C08	A	j4215	HNMT	81059PEI	N	HNMT__81059PEI	Y	auto_filled_from_archiveSummary
j4216	j4216.raw	Intensity	Intensity j4216	81059PEI	C10	A	j4216	C19orf46	81059PEI	N	C19orf46__81059PEI	Y	auto_filled_from_archiveSummary
j4217	j4217.raw	Intensity	Intensity j4217	81059PEI	C11	A	j4217	DHRS2	81059PEI	N	DHRS2__81059PEI	Y	auto_filled_from_archiveSummary
j4223	j4223.raw	Intensity	Intensity j4223	81059PEI	D02	A	j4223	ODF3L1	81059PEI	N	ODF3L1__81059PEI	Y	auto_filled_from_archiveSummary
j4224	j4224.raw	Intensity	Intensity j4224	81059PEI	D04	A	j4224	CLN8	81059PEI	N	CLN8__81059PEI	Y	auto_filled_from_archiveSummary
j4226	j4226.raw	Intensity	Intensity j4226	81059PEI	D08	A	j4226	GTDC1	81059PEI	N	GTDC1__81059PEI	Y	auto_filled_from_archiveSummary
j4227	j4227.raw	Intensity	Intensity j4227	81059PEI	D09	A	j4227	CXorf21	81059PEI	N	CXorf21__81059PEI	Y	auto_filled_from_archiveSummary
j4228	j4228.raw	Intensity	Intensity j4228	81059PEI	D10	A	j4228	FBXO25	81059PEI	N	FBXO25__81059PEI	Y	auto_filled_from_archiveSummary
j4229	j4229.raw	Intensity	Intensity j4229	81059PEI	D12	A	j4229	TBC1D3F	81059PEI	N	TBC1D3F__81059PEI	Y	auto_filled_from_archiveSummary
j4234	j4234.raw	Intensity	Intensity j4234	81059PEI	H02	A	j4234	PPAP2A	81059PEI	N	PPAP2A__81059PEI	Y	auto_filled_from_archiveSummary
j4235	j4235.raw	Intensity	Intensity j4235	81059PEI	H03	A	j4235	KIAA0247	81059PEI	N	KIAA0247__81059PEI	Y	auto_filled_from_archiveSummary
j4236	j4236.raw	Intensity	Intensity j4236	81059PEI	H04	A	j4236	F3	81059PEI	N	F3__81059PEI	Y	auto_filled_from_archiveSummary
j4237	j4237.raw	Intensity	Intensity j4237	81059PEI	H06	A	j4237	COLEC10	81059PEI	N	COLEC10__81059PEI	Y	auto_filled_from_archiveSummary
j4238	j4238.raw	Intensity	Intensity j4238	81059PEI	H07	A	j4238	SGCD	81059PEI	N	SGCD__81059PEI	Y	auto_filled_from_archiveSummary
j4240	j4240.raw	Intensity	Intensity j4240	81059PEI	H09	A	j4240	XRCC2	81059PEI	N	XRCC2__81059PEI	Y	auto_filled_from_archiveSummary
j4241	j4241.raw	Intensity	Intensity j4241	81059PEI	H10	A	j4241	EDA2R	81059PEI	N	EDA2R__81059PEI	Y	auto_filled_from_archiveSummary
j4242	j4242.raw	Intensity	Intensity j4242	81059PEI	H11	A	j4242	EXOSC8	81059PEI	N	EXOSC8__81059PEI	Y	auto_filled_from_archiveSummary
j4246	j4246.raw	Intensity	Intensity j4246	81059PEI	A01	A	j4246	STX5	81059PEI	N	STX5__81059PEI	Y	auto_filled_from_archiveSummary
j4248	j4248.raw	Intensity	Intensity j4248	81059PEI	A03	A	j4248	CNOT7	81059PEI	N	CNOT7__81059PEI	Y	auto_filled_from_archiveSummary
j4251	j4251.raw	Intensity	Intensity j4251	81059PEI	A06	A	j4251	SNAI3	81059PEI	N	SNAI3__81059PEI	Y	auto_filled_from_archiveSummary
j4252	j4252.raw	Intensity	Intensity j4252	81059PEI	A07	A	j4252	NIT2	81059PEI	N	NIT2__81059PEI	Y	auto_filled_from_archiveSummary
j4255	j4255.raw	Intensity	Intensity j4255	81059PEI	A11	A	j4255	C7orf46	81059PEI	N	C7orf46__81059PEI	Y	auto_filled_from_archiveSummary
j4266	j4266.raw	Intensity	Intensity j4266	81059PEI	G03	A	j4266	FAM175A	81059PEI	N	FAM175A__81059PEI	Y	auto_filled_from_archiveSummary
j4269	j4269.raw	Intensity	Intensity j4269	81059PEI	G06	A	j4269	RAB40AL	81059PEI	N	RAB40AL__81059PEI	Y	auto_filled_from_archiveSummary
j4270	j4270.raw	Intensity	Intensity j4270	81059PEI	G07	A	j4270	IYD	81059PEI	N	IYD__81059PEI	Y	auto_filled_from_archiveSummary
j4271	j4271.raw	Intensity	Intensity j4271	81059PEI	G08	A	j4271	CCNE2	81059PEI	N	CCNE2__81059PEI	Y	auto_filled_from_archiveSummary
j4273	j4273.raw	Intensity	Intensity j4273	81059PEI	G10	A	j4273	EFCAB4A	81059PEI	N	EFCAB4A__81059PEI	Y	auto_filled_from_archiveSummary
j4274	j4274.raw	Intensity	Intensity j4274	81059PEI	G11	A	j4274	SYNE2	81059PEI	N	SYNE2__81059PEI	Y	auto_filled_from_archiveSummary
j4278	j4278.raw	Intensity	Intensity j4278	81059PEI	E02	A	j4278	CCDC121	81059PEI	N	CCDC121__81059PEI	Y	auto_filled_from_archiveSummary
j4279	j4279.raw	Intensity	Intensity j4279	81059PEI	E03	A	j4279	AMMECR1	81059PEI	N	AMMECR1__81059PEI	Y	auto_filled_from_archiveSummary
j4280	j4280.raw	Intensity	Intensity j4280	81059PEI	E04	A	j4280	CAPZA2	81059PEI	N	CAPZA2__81059PEI	Y	auto_filled_from_archiveSummary
j4283	j4283.raw	Intensity	Intensity j4283	81059PEI	E08	A	j4283	FBXO6	81059PEI	N	FBXO6__81059PEI	Y	auto_filled_from_archiveSummary
j4284	j4284.raw	Intensity	Intensity j4284	81059PEI	E09	A	j4284	C15orf29	81059PEI	N	C15orf29__81059PEI	Y	auto_filled_from_archiveSummary
j4285	j4285.raw	Intensity	Intensity j4285	81059PEI	E10	A	j4285	STARD10	81059PEI	N	STARD10__81059PEI	Y	auto_filled_from_archiveSummary
j4286	j4286.raw	Intensity	Intensity j4286	81059PEI	E11	A	j4286	CTSZ	81059PEI	N	CTSZ__81059PEI	Y	auto_filled_from_archiveSummary
j4294	j4294.raw	Intensity	Intensity j4294	81059PEI	F02	A	j4294	CEBPE	81059PEI	N	CEBPE__81059PEI	Y	auto_filled_from_archiveSummary
j4295	j4295.raw	Intensity	Intensity j4295	81059PEI	F03	A	j4295	CSGALNACT1	81059PEI	N	CSGALNACT1__81059PEI	Y	auto_filled_from_archiveSummary
j4297	j4297.raw	Intensity	Intensity j4297	81059PEI	F05	A	j4297	SPATS1	81059PEI	N	SPATS1__81059PEI	Y	auto_filled_from_archiveSummary
j4298	j4298.raw	Intensity	Intensity j4298	81059PEI	F06	A	j4298	PTCRA	81059PEI	N	PTCRA__81059PEI	Y	auto_filled_from_archiveSummary
j4299	j4299.raw	Intensity	Intensity j4299	81059PEI	F07	A	j4299	TNFSF13B	81059PEI	N	TNFSF13B__81059PEI	Y	auto_filled_from_archiveSummary
j4301	j4301.raw	Intensity	Intensity j4301	81059PEI	F09	A	j4301	RPRD1A	81059PEI	N	RPRD1A__81059PEI	Y	auto_filled_from_archiveSummary
j4303	j4303.raw	Intensity	Intensity j4303	81059PEI	F11	A	j4303	TRAPPC10	81059PEI	N	TRAPPC10__81059PEI	Y	auto_filled_from_archiveSummary
j4304	j4304.raw	Intensity	Intensity j4304	81059PEI	F12	A	j4304	VDAC2	81059PEI	N	VDAC2__81059PEI	Y	auto_filled_from_archiveSummary
j4314	j4314.raw	Intensity	Intensity j4314	81059PEI	C01	A	j4314	ZC3H8	81059PEI	N	ZC3H8__81059PEI	Y	auto_filled_from_archiveSummary
j4315	j4315.raw	Intensity	Intensity j4315	81059PEI	C07	A	j4315	MRPL46	81059PEI	N	MRPL46__81059PEI	Y	auto_filled_from_archiveSummary
j4316	j4316.raw	Intensity	Intensity j4316	81059PEI	C09	A	j4316	HSD17B11	81059PEI	N	HSD17B11__81059PEI	Y	auto_filled_from_archiveSummary
j4317	j4317.raw	Intensity	Intensity j4317	81059PEI	D03	A	j4317	ELOVL2	81059PEI	N	ELOVL2__81059PEI	Y	auto_filled_from_archiveSummary
j4318	j4318.raw	Intensity	Intensity j4318	81059PEI	D05	A	j4318	GLYATL1	81059PEI	N	GLYATL1__81059PEI	Y	auto_filled_from_archiveSummary
j6409	j6409.raw	Intensity	Intensity j6409	81067	A01	A	j6409	HMBS	81067	N	HMBS__81067	Y	auto_filled_from_archiveSummary
j6410	j6410.raw	Intensity	Intensity j6410	81067	A02	A	j6410	PARVA	81067	N	PARVA__81067	Y	auto_filled_from_archiveSummary
j6411	j6411.raw	Intensity	Intensity j6411	81067	A03	A	j6411	PSAT1	81067	N	PSAT1__81067	Y	auto_filled_from_archiveSummary
j6412	j6412.raw	Intensity	Intensity j6412	81067	A04	A	j6412	GABRE	81067	N	GABRE__81067	Y	auto_filled_from_archiveSummary
j6414	j6414.raw	Intensity	Intensity j6414	81067	A06	A	j6414	AHSG	81067	N	AHSG__81067	Y	auto_filled_from_archiveSummary
j6415	j6415.raw	Intensity	Intensity j6415	81067	A07	A	j6415	CDCA7L	81067	N	CDCA7L__81067	Y	auto_filled_from_archiveSummary
j6416	j6416.raw	Intensity	Intensity j6416	81067	A08	A	j6416	MCAM	81067	N	MCAM__81067	Y	auto_filled_from_archiveSummary
j6417	j6417.raw	Intensity	Intensity j6417	81067	A09	A	j6417	TRIM16	81067	N	TRIM16__81067	Y	auto_filled_from_archiveSummary
j6418	j6418.raw	Intensity	Intensity j6418	81067	A10	A	j6418	USP38	81067	N	USP38__81067	Y	auto_filled_from_archiveSummary
j6422	j6422.raw	Intensity	Intensity j6422	81067	H01	A	j6422	ZNF707	81067	N	ZNF707__81067	Y	auto_filled_from_archiveSummary
j6423	j6423.raw	Intensity	Intensity j6423	81067	H02	A	j6423	KIAA1456	81067	N	KIAA1456__81067	Y	auto_filled_from_archiveSummary
j6424	j6424.raw	Intensity	Intensity j6424	81067	H03	A	j6424	SMPD1	81067	N	SMPD1__81067	Y	auto_filled_from_archiveSummary
j6425	j6425.raw	Intensity	Intensity j6425	81067	H04	A	j6425	C9orf156	81067	N	C9orf156__81067	Y	auto_filled_from_archiveSummary
j6426	j6426.raw	Intensity	Intensity j6426	81067	H05	A	j6426	CD244	81067	N	CD244__81067	Y	auto_filled_from_archiveSummary
j6427	j6427.raw	Intensity	Intensity j6427	81067	H06	A	j6427	NUP50	81067	N	NUP50__81067	Y	auto_filled_from_archiveSummary
j6428	j6428.raw	Intensity	Intensity j6428	81067	H07	A	j6428	DNM3	81067	N	DNM3__81067	Y	auto_filled_from_archiveSummary
j6429	j6429.raw	Intensity	Intensity j6429	81067	H08	A	j6429	SERPINA6	81067	N	SERPINA6__81067	Y	auto_filled_from_archiveSummary
j6431	j6431.raw	Intensity	Intensity j6431	81067	H10	A	j6431	PVRL3	81067	N	PVRL3__81067	Y	auto_filled_from_archiveSummary
j6443	j6443.raw	Intensity	Intensity j6443	81067	B01	A	j6443	OBFC1	81067	N	OBFC1__81067	Y	auto_filled_from_archiveSummary
j6444	j6444.raw	Intensity	Intensity j6444	81067	B02	A	j6444	SDF4	81067	N	SDF4__81067	Y	auto_filled_from_archiveSummary
j6445	j6445.raw	Intensity	Intensity j6445	81067	B03	A	j6445	CXADR	81067	N	CXADR__81067	Y	auto_filled_from_archiveSummary
j6449	j6449.raw	Intensity	Intensity j6449	81067	B07	A	j6449	RBPJ	81067	N	RBPJ__81067	Y	auto_filled_from_archiveSummary
j6450	j6450.raw	Intensity	Intensity j6450	81067	B08	A	j6450	SLC39A4	81067	N	SLC39A4__81067	Y	auto_filled_from_archiveSummary
j6451	j6451.raw	Intensity	Intensity j6451	81067	B09	A	j6451	KIAA1949	81067	N	KIAA1949__81067	Y	auto_filled_from_archiveSummary
j6454	j6454.raw	Intensity	Intensity j6454	81067	B12	A	j6454	FBXL3	81067	N	FBXL3__81067	Y	auto_filled_from_archiveSummary
j6458	j6458.raw	Intensity	Intensity j6458	81067	D01	A	j6458	HLA-C	81067	N	HLA-C__81067	Y	auto_filled_from_archiveSummary
j6459	j6459.raw	Intensity	Intensity j6459	81067	D02	A	j6459	LIPT1	81067	N	LIPT1__81067	Y	auto_filled_from_archiveSummary
j6460	j6460.raw	Intensity	Intensity j6460	81067	D03	A	j6460	CREB3	81067	N	CREB3__81067	Y	auto_filled_from_archiveSummary
j6461	j6461.raw	Intensity	Intensity j6461	81067	D04	A	j6461	PARD6B	81067	N	PARD6B__81067	Y	auto_filled_from_archiveSummary
j6462	j6462.raw	Intensity	Intensity j6462	81067	D05	A	j6462	RSAD2	81067	N	RSAD2__81067	Y	auto_filled_from_archiveSummary
j6463	j6463.raw	Intensity	Intensity j6463	81067	D06	A	j6463	ARHGEF10	81067	N	ARHGEF10__81067	Y	auto_filled_from_archiveSummary
j6464	j6464.raw	Intensity	Intensity j6464	81067	D07	A	j6464	DNAJC11	81067	N	DNAJC11__81067	Y	auto_filled_from_archiveSummary
j6465	j6465.raw	Intensity	Intensity j6465	81067	D08	A	j6465	PHF15	81067	N	PHF15__81067	Y	auto_filled_from_archiveSummary
j6467	j6467.raw	Intensity	Intensity j6467	81067	D12	A	j6467	CLEC18A	81067	N	CLEC18A__81067	Y	auto_filled_from_archiveSummary
j6471	j6471.raw	Intensity	Intensity j6471	81067	E01	A	j6471	SSBP2	81067	N	SSBP2__81067	Y	auto_filled_from_archiveSummary
j6472	j6472.raw	Intensity	Intensity j6472	81067	E02	A	j6472	SLC35C1	81067	N	SLC35C1__81067	Y	auto_filled_from_archiveSummary
j6473	j6473.raw	Intensity	Intensity j6473	81067	E03	A	j6473	PEX3	81067	N	PEX3__81067	Y	auto_filled_from_archiveSummary
j6474	j6474.raw	Intensity	Intensity j6474	81067	E05	A	j6474	GPR183	81067	N	GPR183__81067	Y	auto_filled_from_archiveSummary
j6475	j6475.raw	Intensity	Intensity j6475	81067	E06	A	j6475	VASP	81067	N	VASP__81067	Y	auto_filled_from_archiveSummary
j6476	j6476.raw	Intensity	Intensity j6476	81067	E07	A	j6476	C8orf45	81067	N	C8orf45__81067	Y	auto_filled_from_archiveSummary
j6477	j6477.raw	Intensity	Intensity j6477	81067	E08	A	j6477	NT5E	81067	N	NT5E__81067	Y	auto_filled_from_archiveSummary
j6478	j6478.raw	Intensity	Intensity j6478	81067	E09	A	j6478	TEAD4	81067	N	TEAD4__81067	Y	auto_filled_from_archiveSummary
j6479	j6479.raw	Intensity	Intensity j6479	81067	E10	A	j6479	DZIP3	81067	N	DZIP3__81067	Y	auto_filled_from_archiveSummary
j6480	j6480.raw	Intensity	Intensity j6480	81067	E11	A	j6480	ADH1C	81067	N	ADH1C__81067	Y	auto_filled_from_archiveSummary
j6486	j6486.raw	Intensity	Intensity j6486	81067	C02	A	j6486	USP18	81067	N	USP18__81067	Y	auto_filled_from_archiveSummary
j6488	j6488.raw	Intensity	Intensity j6488	81067	C04	A	j6488	ARPC1A	81067	N	ARPC1A__81067	Y	auto_filled_from_archiveSummary
j6489	j6489.raw	Intensity	Intensity j6489	81067	C05	A	j6489	IDH3A	81067	N	IDH3A__81067	Y	auto_filled_from_archiveSummary
j6490	j6490.raw	Intensity	Intensity j6490	81067	C06	A	j6490	AUP1	81067	N	AUP1__81067	Y	auto_filled_from_archiveSummary
j6491	j6491.raw	Intensity	Intensity j6491	81067	C07	A	j6491	DLD	81067	N	DLD__81067	Y	auto_filled_from_archiveSummary
j6493	j6493.raw	Intensity	Intensity j6493	81067	C09	A	j6493	IGSF8	81067	N	IGSF8__81067	Y	auto_filled_from_archiveSummary
j6494	j6494.raw	Intensity	Intensity j6494	81067	C10	A	j6494	DCTN1	81067	N	DCTN1__81067	Y	auto_filled_from_archiveSummary
j6495	j6495.raw	Intensity	Intensity j6495	81067	C11	A	j6495	B3GNT3	81067	N	B3GNT3__81067	Y	auto_filled_from_archiveSummary
j6496	j6496.raw	Intensity	Intensity j6496	81067	C12	A	j6496	FAM188A	81067	N	FAM188A__81067	Y	auto_filled_from_archiveSummary
j6500	j6500.raw	Intensity	Intensity j6500	81067	F01	A	j6500	GRINL1A	81067	N	GRINL1A__81067	Y	auto_filled_from_archiveSummary
j6501	j6501.raw	Intensity	Intensity j6501	81067	F02	A	j6501	SDC3	81067	N	SDC3__81067	Y	auto_filled_from_archiveSummary
j6502	j6502.raw	Intensity	Intensity j6502	81067	F03	A	j6502	TTC23L	81067	N	TTC23L__81067	Y	auto_filled_from_archiveSummary
j6503	j6503.raw	Intensity	Intensity j6503	81067	F04	A	j6503	CD19	81067	N	CD19__81067	Y	auto_filled_from_archiveSummary
j6504	j6504.raw	Intensity	Intensity j6504	81067	F05	A	j6504	ANKRD16	81067	N	ANKRD16__81067	Y	auto_filled_from_archiveSummary
j6505	j6505.raw	Intensity	Intensity j6505	81067	F06	A	j6505	PABPC5	81067	N	PABPC5__81067	Y	auto_filled_from_archiveSummary
j6506	j6506.raw	Intensity	Intensity j6506	81067	F07	A	j6506	MYT1	81067	N	MYT1__81067	Y	auto_filled_from_archiveSummary
j6507	j6507.raw	Intensity	Intensity j6507	81067	F09	A	j6507	PPARD	81067	N	PPARD__81067	Y	auto_filled_from_archiveSummary
j6508	j6508.raw	Intensity	Intensity j6508	81067	F10	A	j6508	MMRN1	81067	N	MMRN1__81067	Y	auto_filled_from_archiveSummary
j6514	j6514.raw	Intensity	Intensity j6514	81067	F04	C	j6514	CD19	81067	N	CD19__81067	Y	auto_filled_from_archiveSummary
j6517	j6517.raw	Intensity	Intensity j6517	81067	G01	A	j6517	H2AFY2	81067	N	H2AFY2__81067	Y	auto_filled_from_archiveSummary
j6518	j6518.raw	Intensity	Intensity j6518	81067	G02	A	j6518	GLUL	81067	N	GLUL__81067	Y	auto_filled_from_archiveSummary
j6519	j6519.raw	Intensity	Intensity j6519	81067	G03	A	j6519	POGZ	81067	N	POGZ__81067	Y	auto_filled_from_archiveSummary
j6521	j6521.raw	Intensity	Intensity j6521	81067	G05	A	j6521	PNMA2	81067	N	PNMA2__81067	Y	auto_filled_from_archiveSummary
j6522	j6522.raw	Intensity	Intensity j6522	81067	G06	A	j6522	GMPR2	81067	N	GMPR2__81067	Y	auto_filled_from_archiveSummary
j6523	j6523.raw	Intensity	Intensity j6523	81067	G07	A	j6523	LMNA	81067	N	LMNA__81067	Y	auto_filled_from_archiveSummary
j6524	j6524.raw	Intensity	Intensity j6524	81067	G09	A	j6524	HLA-B	81067	N	HLA-B__81067	Y	auto_filled_from_archiveSummary
j6525	j6525.raw	Intensity	Intensity j6525	81067	G10	A	j6525	GPR52	81067	N	GPR52__81067	Y	auto_filled_from_archiveSummary
j6526	j6526.raw	Intensity	Intensity j6526	81067	G11	A	j6526	PRKAR2B	81067	N	PRKAR2B__81067	Y	auto_filled_from_archiveSummary
j9703	j9703.raw	Intensity	Intensity j9703	81096	A01	A	j9703	DPYS	81096	N	DPYS__81096	Y	auto_filled_from_archiveSummary
j9704	j9704.raw	Intensity	Intensity j9704	81096	A02	A	j9704	DYRK4	81096	N	DYRK4__81096	Y	auto_filled_from_archiveSummary
j9705	j9705.raw	Intensity	Intensity j9705	81096	A03	A	j9705	TNK2	81096	N	TNK2__81096	Y	auto_filled_from_archiveSummary
j9706	j9706.raw	Intensity	Intensity j9706	81096	A04	A	j9706	CYP4F12	81096	N	CYP4F12__81096	Y	auto_filled_from_archiveSummary
j9707	j9707.raw	Intensity	Intensity j9707	81096	A05	A	j9707	VANGL1	81096	N	VANGL1__81096	Y	auto_filled_from_archiveSummary
j9708	j9708.raw	Intensity	Intensity j9708	81096	A06	A	j9708	DYNC1LI1	81096	N	DYNC1LI1__81096	Y	auto_filled_from_archiveSummary
j9709	j9709.raw	Intensity	Intensity j9709	81096	A07	A	j9709	ZNF449	81096	N	ZNF449__81096	Y	auto_filled_from_archiveSummary
j9710	j9710.raw	Intensity	Intensity j9710	81096	A08	A	j9710	POLE2	81096	N	POLE2__81096	Y	auto_filled_from_archiveSummary
j9711	j9711.raw	Intensity	Intensity j9711	81096	A09	A	j9711	SNX1	81096	N	SNX1__81096	Y	auto_filled_from_archiveSummary
j9712	j9712.raw	Intensity	Intensity j9712	81096	A10	A	j9712	ZNF238	81096	N	ZNF238__81096	Y	auto_filled_from_archiveSummary
j9713	j9713.raw	Intensity	Intensity j9713	81096	A11	A	j9713	ZMYND11	81096	N	ZMYND11__81096	Y	auto_filled_from_archiveSummary
j9714	j9714.raw	Intensity	Intensity j9714	81096	A12	A	j9714	TBL1Y	81096	N	TBL1Y__81096	Y	auto_filled_from_archiveSummary
j9718	j9718.raw	Intensity	Intensity j9718	81096	B01	A	j9718	TCP11L2	81096	N	TCP11L2__81096	Y	auto_filled_from_archiveSummary
j9719	j9719.raw	Intensity	Intensity j9719	81096	B02	A	j9719	MARCO	81096	N	MARCO__81096	Y	auto_filled_from_archiveSummary
j9721	j9721.raw	Intensity	Intensity j9721	81096	B04	A	j9721	ATP5B	81096	N	ATP5B__81096	Y	auto_filled_from_archiveSummary
j9722	j9722.raw	Intensity	Intensity j9722	81096	B05	A	j9722	NAB2	81096	N	NAB2__81096	Y	auto_filled_from_archiveSummary
j9723	j9723.raw	Intensity	Intensity j9723	81096	B06	A	j9723	FAM98A	81096	N	FAM98A__81096	Y	auto_filled_from_archiveSummary
j9724	j9724.raw	Intensity	Intensity j9724	81096	B07	A	j9724	TMEM209	81096	N	TMEM209__81096	Y	auto_filled_from_archiveSummary
j9725	j9725.raw	Intensity	Intensity j9725	81096	B08	A	j9725	CAT	81096	N	CAT__81096	Y	auto_filled_from_archiveSummary
j9727	j9727.raw	Intensity	Intensity j9727	81096	B10	A	j9727	PLXNA4	81096	N	PLXNA4__81096	Y	auto_filled_from_archiveSummary
j9728	j9728.raw	Intensity	Intensity j9728	81096	B11	A	j9728	FBXW11	81096	N	FBXW11__81096	Y	auto_filled_from_archiveSummary
j9729	j9729.raw	Intensity	Intensity j9729	81096	B12	A	j9729	TIGD6	81096	N	TIGD6__81096	Y	auto_filled_from_archiveSummary
j9733	j9733.raw	Intensity	Intensity j9733	81096	C01	A	j9733	CREB3L1	81096	N	CREB3L1__81096	Y	auto_filled_from_archiveSummary
j9734	j9734.raw	Intensity	Intensity j9734	81096	C02	A	j9734	DCT	81096	N	DCT__81096	Y	auto_filled_from_archiveSummary
j9735	j9735.raw	Intensity	Intensity j9735	81096	C03	A	j9735	BAIAP2	81096	N	BAIAP2__81096	Y	auto_filled_from_archiveSummary
j9736	j9736.raw	Intensity	Intensity j9736	81096	C04	A	j9736	CDC25A	81096	N	CDC25A__81096	Y	auto_filled_from_archiveSummary
j9737	j9737.raw	Intensity	Intensity j9737	81096	C05	A	j9737	DEPDC1	81096	N	DEPDC1__81096	Y	auto_filled_from_archiveSummary
j9738	j9738.raw	Intensity	Intensity j9738	81096	C06	A	j9738	TULP2	81096	N	TULP2__81096	Y	auto_filled_from_archiveSummary
j9739	j9739.raw	Intensity	Intensity j9739	81096	C08	A	j9739	ZNF572	81096	N	ZNF572__81096	Y	auto_filled_from_archiveSummary
j9740	j9740.raw	Intensity	Intensity j9740	81096	C09	A	j9740	CORO2A	81096	N	CORO2A__81096	Y	auto_filled_from_archiveSummary
j9741	j9741.raw	Intensity	Intensity j9741	81096	C10	A	j9741	CDK17	81096	N	CDK17__81096	Y	auto_filled_from_archiveSummary
j9742	j9742.raw	Intensity	Intensity j9742	81096	C11	A	j9742	SIAE	81096	N	SIAE__81096	Y	auto_filled_from_archiveSummary
j9743	j9743.raw	Intensity	Intensity j9743	81096	C12	A	j9743	VANGL2	81096	N	VANGL2__81096	Y	auto_filled_from_archiveSummary
j9747	j9747.raw	Intensity	Intensity j9747	81096	D01	A	j9747	CAMKK1	81096	N	CAMKK1__81096	Y	auto_filled_from_archiveSummary
j9748	j9748.raw	Intensity	Intensity j9748	81096	D02	A	j9748	TBX22	81096	N	TBX22__81096	Y	auto_filled_from_archiveSummary
j9749	j9749.raw	Intensity	Intensity j9749	81096	D03	A	j9749	GPR114	81096	N	GPR114__81096	Y	auto_filled_from_archiveSummary
j9750	j9750.raw	Intensity	Intensity j9750	81096	D04	A	j9750	NHEDC2	81096	N	NHEDC2__81096	Y	auto_filled_from_archiveSummary
j9751	j9751.raw	Intensity	Intensity j9751	81096	D05	A	j9751	PFKFB3	81096	N	PFKFB3__81096	Y	auto_filled_from_archiveSummary
j9752	j9752.raw	Intensity	Intensity j9752	81096	D06	A	j9752	ZNF768	81096	N	ZNF768__81096	Y	auto_filled_from_archiveSummary
j9753	j9753.raw	Intensity	Intensity j9753	81096	D07	A	j9753	LRRTM1	81096	N	LRRTM1__81096	Y	auto_filled_from_archiveSummary
j9754	j9754.raw	Intensity	Intensity j9754	81096	D08	A	j9754	APEX2	81096	N	APEX2__81096	Y	auto_filled_from_archiveSummary
j9755	j9755.raw	Intensity	Intensity j9755	81096	D09	A	j9755	MFSD8	81096	N	MFSD8__81096	Y	auto_filled_from_archiveSummary
j9757	j9757.raw	Intensity	Intensity j9757	81096	D12	A	j9757	PNLDC1	81096	N	PNLDC1__81096	Y	auto_filled_from_archiveSummary
j9761	j9761.raw	Intensity	Intensity j9761	81096	G01	A	j9761	KBTBD4	81096	N	KBTBD4__81096	Y	auto_filled_from_archiveSummary
j9762	j9762.raw	Intensity	Intensity j9762	81096	G02	A	j9762	ZNF490	81096	N	ZNF490__81096	Y	auto_filled_from_archiveSummary
j9763	j9763.raw	Intensity	Intensity j9763	81096	G03	A	j9763	QRSL1	81096	N	QRSL1__81096	Y	auto_filled_from_archiveSummary
j9764	j9764.raw	Intensity	Intensity j9764	81096	G04	A	j9764	CYP4V2	81096	N	CYP4V2__81096	Y	auto_filled_from_archiveSummary
j9765	j9765.raw	Intensity	Intensity j9765	81096	G05	A	j9765	ARHGEF3	81096	N	ARHGEF3__81096	Y	auto_filled_from_archiveSummary
j9766	j9766.raw	Intensity	Intensity j9766	81096	G06	A	j9766	ARSG	81096	N	ARSG__81096	Y	auto_filled_from_archiveSummary
j9767	j9767.raw	Intensity	Intensity j9767	81096	G07	A	j9767	ZNF454	81096	N	ZNF454__81096	Y	auto_filled_from_archiveSummary
j9768	j9768.raw	Intensity	Intensity j9768	81096	G08	A	j9768	FBXO7	81096	N	FBXO7__81096	Y	auto_filled_from_archiveSummary
j9769	j9769.raw	Intensity	Intensity j9769	81096	G09	A	j9769	OXCT1	81096	N	OXCT1__81096	Y	auto_filled_from_archiveSummary
j9771	j9771.raw	Intensity	Intensity j9771	81096	G11	A	j9771	ALPL	81096	N	ALPL__81096	Y	auto_filled_from_archiveSummary
