sample_id	raw_file_name	plate	well	replicate_letter	ip_name	bait_name	replicate_group	keep
q12561	q12561.raw	81033PEI	A12	A	q12561	MYH7B	MYH7B	Y
q12562	q12562.raw	81033PEI	B01	A	q12562	IRGM	IRGM	Y
q12563	q12563.raw	81033PEI	B02	A	q12563	C2orf73	C2orf73	Y
q12566	q12566.raw	81033PEI	B05	A	q12566	NINJ2	NINJ2	Y
q12567	q12567.raw	81033PEI	B07	A	q12567	HBXIP	HBXIP	Y
q12568	q12568.raw	81033PEI	B08	A	q12568	MTRF1	MTRF1	Y
q12569	q12569.raw	81033PEI	B09	A	q12569	FGFR1OP2	FGFR1OP2	Y
q12570	q12570.raw	81033PEI	B10	A	q12570	CST5	CST5	Y
q12571	q12571.raw	81033PEI	B11	A	q12571	UCN3	UCN3	Y
q12572	q12572.raw	81033PEI	B12	A	q12572	IL20	IL20	Y
q12575	q12575.raw	81033PEI	C01	A	q12575	OTUD3	OTUD3	Y
q12577	q12577.raw	81033PEI	C03	A	q12577	SPRYD7	SPRYD7	Y
q12578	q12578.raw	81033PEI	C04	A	q12578	CGGBP1	CGGBP1	Y
q12579	q12579.raw	81033PEI	C05	A	q12579	MORN4	MORN4	Y
q12580	q12580.raw	81033PEI	C06	A	q12580	SIN3A	SIN3A	Y
q12581	q12581.raw	81033PEI	C07	A	q12581	UBL4B	UBL4B	Y
q12582	q12582.raw	81033PEI	C08	A	q12582	MRPL23	MRPL23	Y
q12583	q12583.raw	81033PEI	C09	A	q12583	C6orf136	C6orf136	Y
q12584	q12584.raw	81033PEI	C10	A	q12584	NAT8B	NAT8B	Y
q12585	q12585.raw	81033PEI	C11	A	q12585	OMP	OMP	Y
q12586	q12586.raw	81033PEI	C12	A	q12586	IL25	IL25	Y
q12590	q12590.raw	81033PEI	D06	A	q12590	C9orf85	C9orf85	Y
q12591	q12591.raw	81033PEI	D08	A	q12591	ZNHIT1	ZNHIT1	Y
q12592	q12592.raw	81033PEI	D09	A	q12592	PTP4A1	PTP4A1	Y
q12593	q12593.raw	81033PEI	D10	A	q12593	EDDM3A	EDDM3A	Y
q12594	q12594.raw	81033PEI	D11	A	q12594	LEP	LEP	Y
q12595	q12595.raw	81033PEI	D12	A	q12595	TNFSF18	TNFSF18	Y
q12626	q12626.raw	81033PEI	F11	B	q12626	MECOM	MECOM	Y
q12627	q12627.raw	81033PEI	F10	B	q12627	LAIR2	LAIR2	Y
q12631	q12631.raw	81033PEI	F05	B	q12631	PID1	PID1	Y
q12632	q12632.raw	81033PEI	F04	B	q12632	NDUFAF4	NDUFAF4	Y
q12634	q12634.raw	81033PEI	F02	B	q12634	C19orf66	C19orf66	Y
q12647	q12647.raw	81033PEI	E10	B	q12647	MS4A6E	MS4A6E	Y
q12648	q12648.raw	81033PEI	E08	B	q12648	C4orf39	C4orf39	Y
q12649	q12649.raw	81033PEI	E07	B	q12649	LAGE3	LAGE3	Y
q12650	q12650.raw	81033PEI	E06	B	q12650	CXorf40A	CXorf40A	Y
q12652	q12652.raw	81033PEI	E04	B	q12652	UPP1	UPP1	Y
q12653	q12653.raw	81033PEI	E03	B	q12653	EMP3	EMP3	Y
q12659	q12659.raw	81033PEI	G03	A	q12659	HINT2	HINT2	Y
q12660	q12660.raw	81033PEI	G04	A	q12660	IL7	IL7	Y
q12664	q12664.raw	81033PEI	G08	A	q12664	C9orf23	C9orf23	Y
q12665	q12665.raw	81033PEI	G09	A	q12665	RGS5	RGS5	Y
q12666	q12666.raw	81033PEI	G11	A	q12666	CRYAA	CRYAA	Y
q12780	q12780.raw	81033PEI	H09	B	q12780	CALCA	CALCA	Y
q12788	q12788.raw	81033PEI	H02	B	q12788	AVPI1	AVPI1	Y
q12796	q12796.raw	81033PEI	B11	C	q12796	UCN3	UCN3	Y
q12796b	q12796b.raw	81033PEI	F08	C	q12796b	TWIST2	TWIST2	Y
q12797	q12797.raw	81033PEI	C12	C	q12797	IL25	IL25	Y
q12798	q12798.raw	81033PEI	C10	C	q12798	NAT8B	NAT8B	Y
q12799	q12799.raw	81033PEI	D10	C	q12799	EDDM3A	EDDM3A	Y
q12800b	q12800b.raw	81033PEI	E06	C	q12800b	CXorf40A	CXorf40A	Y
q12801	q12801.raw	81033PEI	F05	C	q12801	PID1	PID1	Y
q12802	q12802.raw	81033PEI	F11	C	q12802	MECOM	MECOM	Y
q16269	q16269.raw	OC2116	C12	B	q16269	FOLR3	FOLR3	Y
q16271	q16271.raw	OC2116	C09	B	q16271	CLCA1	CLCA1	Y
q16272	q16272.raw	OC2116	C07	B	q16272	HSF4	HSF4	Y
q16273	q16273.raw	OC2116	C06	B	q16273	IGFBPL1	IGFBPL1	Y
q16274	q16274.raw	OC2116	C05	B	q16274	ESCO2	ESCO2	Y
q16275	q16275.raw	OC2116	C04	B	q16275	FAM150B	FAM150B	Y
q16276	q16276.raw	OC2116	C03	B	q16276	SEZ6L	SEZ6L	Y
q16277	q16277.raw	OC2116	C02	B	q16277	SNRPD3	SNRPD3	Y
q16278	q16278.raw	OC2116	C01	B	q16278	UBE2L3	UBE2L3	Y
q16281	q16281.raw	OC2116	B12	B	q16281	CAPN12	CAPN12	Y
q16282	q16282.raw	OC2116	B10	B	q16282	PREX2	PREX2	Y
q16283	q16283.raw	OC2116	B09	B	q16283	DEFB112	DEFB112	Y
q16284	q16284.raw	OC2116	B07	B	q16284	SPANXN2	SPANXN2	Y
q16285	q16285.raw	OC2116	B04	B	q16285	DEFB109	DEFB109	Y
q16288	q16288.raw	OC2116	B01	B	q16288	SLC5A1	SLC5A1	Y
q16292	q16292.raw	OC2116	A10	B	q16292	CARD16	CARD16	Y
q16293	q16293.raw	OC2116	A07	B	q16293	STRA8	STRA8	Y
q16294	q16294.raw	OC2116	A06	B	q16294	SHOX	SHOX	Y
q16296	q16296.raw	OC2116	A03	B	q16296	PICK1	PICK1	Y
q16297	q16297.raw	OC2116	A02	B	q16297	SREBF2	SREBF2	Y
q16311	q16311.raw	OC2116	E12	B	q16311	TAS1R2	TAS1R2	Y
q16312	q16312.raw	OC2116	E10	B	q16312	GJA10	GJA10	Y
q16314	q16314.raw	OC2116	E08	B	q16314	PROL1	PROL1	Y
q16315	q16315.raw	OC2116	E07	B	q16315	GUCA2A	GUCA2A	Y
q16317	q16317.raw	OC2116	E05	B	q16317	SLC5A4	SLC5A4	Y
q16318	q16318.raw	OC2116	E04	B	q16318	CDCP2	CDCP2	Y
q16320	q16320.raw	OC2116	E02	B	q16320	YWHAH	YWHAH	Y
q16323	q16323.raw	OC2116	D12	B	q16323	XKRY2	XKRY2	Y
q16324	q16324.raw	OC2116	D11	B	q16324	HOXA7	HOXA7	Y
q16326	q16326.raw	OC2116	D07	B	q16326	GPR151	GPR151	Y
q16327	q16327.raw	OC2116	D06	B	q16327	AWAT2	AWAT2	Y
q16328	q16328.raw	OC2116	D05	B	q16328	SPRR2D	SPRR2D	Y
q16329	q16329.raw	OC2116	D04	B	q16329	ENPP3	ENPP3	Y
q16330	q16330.raw	OC2116	D03	B	q16330	TST	TST	Y
q16331	q16331.raw	OC2116	D02	B	q16331	AP1B1	AP1B1	Y
q16332	q16332.raw	OC2116	D01	B	q16332	PLA2G6	PLA2G6	Y
q16382	q16382.raw	OC2116	H10	B	q16382	GALP	GALP	Y
q16383	q16383.raw	OC2116	H09	B	q16383	B3GNT7	B3GNT7	Y
q16384	q16384.raw	OC2116	H08	B	q16384	OR4E2	OR4E2	Y
q16386	q16386.raw	OC2116	H06	B	q16386	UGT1A5	UGT1A5	Y
q16387	q16387.raw	OC2116	H04	B	q16387	VPS9D1	VPS9D1	Y
q16388	q16388.raw	OC2116	H03	B	q16388	OR4N2	OR4N2	Y
q16393	q16393.raw	OC2116	G11	B	q16393	NLRP5	NLRP5	Y
q16395	q16395.raw	OC2116	G07	B	q16395	SPINK14	SPINK14	Y
q16396	q16396.raw	OC2116	G06	B	q16396	SSX7	SSX7	Y
q16397	q16397.raw	OC2116	G05	B	q16397	MYEOV2	MYEOV2	Y
q16398	q16398.raw	OC2116	G03	B	q16398	CUX2	CUX2	Y
q16405	q16405.raw	OC2116	F08	B	q16405	LIFR	LIFR	Y
q16406	q16406.raw	OC2116	F07	B	q16406	CNGA1	CNGA1	Y
q16408	q16408.raw	OC2116	F02	B	q16408	RFPL1	RFPL1	Y
q16544	q16544.raw	OC2119	B12	B	q16544	BMP6	BMP6	Y
q16545	q16545.raw	OC2119	B11	B	q16545	FBXW9	FBXW9	Y
q16546	q16546.raw	OC2119	B09	B	q16546	KRT39	KRT39	Y
q16547	q16547.raw	OC2119	B08	B	q16547	MATN1	MATN1	Y
q16548	q16548.raw	OC2119	B07	B	q16548	CRLF2	CRLF2	Y
q16549	q16549.raw	OC2119	B06	B	q16549	TTC39A	TTC39A	Y
q16550	q16550.raw	OC2119	B05	B	q16550	TEX13B	TEX13B	Y
q16555	q16555.raw	OC2119	A11	B	q16555	DCDC1	DCDC1	Y
q16556	q16556.raw	OC2119	A10	B	q16556	SPAG11B	SPAG11B	Y
q16557	q16557.raw	OC2119	A09	B	q16557	CRISP1	CRISP1	Y
q16559	q16559.raw	OC2119	A06	B	q16559	GLCE	GLCE	Y
q16560	q16560.raw	OC2119	A05	B	q16560	HOXA4	HOXA4	Y
q16561	q16561.raw	OC2119	A04	B	q16561	ZFP1	ZFP1	Y
q16562	q16562.raw	OC2119	A03	B	q16562	LPIN2	LPIN2	Y
q16563	q16563.raw	OC2119	A02	B	q16563	FAM178A	FAM178A	Y
q16617	q16617.raw	OC2119	C12	B	q16617	LHB	LHB	Y
q16619	q16619.raw	OC2119	C10	B	q16619	ANKS4B	ANKS4B	Y
q16621	q16621.raw	OC2119	C08	B	q16621	KLRC3	KLRC3	Y
q16622	q16622.raw	OC2119	C07	B	q16622	ZFP42	ZFP42	Y
q16623	q16623.raw	OC2119	C05	B	q16623	C1QL3	C1QL3	Y
q16624	q16624.raw	OC2119	C03	B	q16624	EIF2C4	EIF2C4	Y
q16625	q16625.raw	OC2119	C02	B	q16625	LEPR	LEPR	Y
q16626	q16626.raw	OC2119	C01	B	q16626	SLC45A4	SLC45A4	Y
q16632	q16632.raw	OC2119	H11	B	q16632	ERCC4	ERCC4	Y
q16638	q16638.raw	OC2119	F11	B	q16638	FMNL3	FMNL3	Y
q16639	q16639.raw	OC2119	F10	B	q16639	UBXN7	UBXN7	Y
q16640	q16640.raw	OC2119	F09	B	q16640	NAA11	NAA11	Y
q16641	q16641.raw	OC2119	F08	B	q16641	NPVF	NPVF	Y
q16642	q16642.raw	OC2119	F06	B	q16642	TSHZ2	TSHZ2	Y
q16643	q16643.raw	OC2119	F05	B	q16643	CCNO	CCNO	Y
q16644	q16644.raw	OC2119	F04	B	q16644	TAL1	TAL1	Y
q16645	q16645.raw	OC2119	F03	B	q16645	PKMYT1	PKMYT1	Y
q16646	q16646.raw	OC2119	F02	B	q16646	PRKD1	PRKD1	Y
q16647	q16647.raw	OC2119	F01	B	q16647	GBX1	GBX1	Y
q16650	q16650.raw	OC2119	D12	B	q16650	C16orf55	C16orf55	Y
q16656	q16656.raw	OC2119	D10	C	q16656	TAS2R39	TAS2R39	Y
q16657	q16657.raw	OC2119	D09	B	q16657	LBX2	LBX2	Y
q16658	q16658.raw	OC2119	D08	B	q16658	HPR	HPR	Y
q16659	q16659.raw	OC2119	D07	B	q16659	AS3MT	AS3MT	Y
q16660	q16660.raw	OC2119	D06	B	q16660	ZNF492	ZNF492	Y
q16661	q16661.raw	OC2119	D05	B	q16661	TCF15	TCF15	Y
q16662	q16662.raw	OC2119	D03	B	q16662	RUNX2	RUNX2	Y
q16663	q16663.raw	OC2119	D02	B	q16663	KIAA0226	KIAA0226	Y
q16664	q16664.raw	OC2119	D01	B	q16664	EXOC6B	EXOC6B	Y
q18776	q18776.raw	REPEAT15	H11	B	q18776	RXRB	RXRB	Y
q18777	q18777.raw	REPEAT15	H10	B	q18777	OR51B5	OR51B5	Y
q18781	q18781.raw	REPEAT15	H06	B	q18781	CAB39	CAB39	Y
q18782	q18782.raw	REPEAT15	H05	B	q18782	OR11H12	OR11H12	Y
q18783	q18783.raw	REPEAT15	H04	B	q18783	KLRK1	KLRK1	Y
q18785	q18785.raw	REPEAT15	H02	B	q18785	LRRC37A2	LRRC37A2	Y
q18787	q18787.raw	REPEAT15	G11	B	q18787	CHRM5	CHRM5	Y
q18789	q18789.raw	REPEAT15	G09	B	q18789	OR8A1	OR8A1	Y
q18790	q18790.raw	REPEAT15	G08	B	q18790	OR4N4	OR4N4	Y
q18791	q18791.raw	REPEAT15	G07	B	q18791	NEUROD4	NEUROD4	Y
q18792	q18792.raw	REPEAT15	G05	B	q18792	DUXAP10	DUXAP10	Y
q18794	q18794.raw	REPEAT15	G03	B	q18794	ADPRHL2	ADPRHL2	Y
q18796	q18796.raw	REPEAT15	F11	B	q18796	KLRC2	KLRC2	Y
q18798	q18798.raw	REPEAT15	F09	B	q18798	UFSP1	UFSP1	Y
q18799	q18799.raw	REPEAT15	F08	B	q18799	PPCS	PPCS	Y
q18800	q18800.raw	REPEAT15	F06	B	q18800	PTX3	PTX3	Y
q18801	q18801.raw	REPEAT15	F05	B	q18801	OR2M7	OR2M7	Y
q18802	q18802.raw	REPEAT15	F04	B	q18802	DPF1	DPF1	Y
q18803	q18803.raw	REPEAT15	F03	B	q18803	OR1M1	OR1M1	Y
q18804	q18804.raw	REPEAT15	F02	B	q18804	CACNG1	CACNG1	Y
q18808	q18808.raw	REPEAT15	E09	B	q18808	OR52K2	OR52K2	Y
q18809	q18809.raw	REPEAT15	E08	B	q18809	ATP5L2	ATP5L2	Y
q18810	q18810.raw	REPEAT15	E07	B	q18810	C6orf94	C6orf94	Y
q18811	q18811.raw	REPEAT15	E05	B	q18811	C11orf10	C11orf10	Y
q18813	q18813.raw	REPEAT15	E03	B	q18813	TCEA1	TCEA1	Y
q18814	q18814.raw	REPEAT15	E02	B	q18814	MAFB	MAFB	Y
q18815	q18815.raw	REPEAT15	D12	B	q18815	FAM27E3	FAM27E3	Y
q18817	q18817.raw	REPEAT15	D10	B	q18817	GMCL1L	GMCL1L	Y
q18818	q18818.raw	REPEAT15	D09	B	q18818	OR14I1	OR14I1	Y
q18819	q18819.raw	REPEAT15	D08	B	q18819	PIP5K1B	PIP5K1B	Y
q18822	q18822.raw	REPEAT15	D05	B	q18822	OR2T33	OR2T33	Y
q18824	q18824.raw	REPEAT15	D03	B	q18824	LGI1	LGI1	Y
q18825	q18825.raw	REPEAT15	D02	B	q18825	CTXN1	CTXN1	Y
q18826	q18826.raw	REPEAT15	C12	B	q18826	LIN52	LIN52	Y
q18828	q18828.raw	REPEAT15	C09	B	q18828	CHRNA7	CHRNA7	Y
q18830	q18830.raw	REPEAT15	C06	B	q18830	OR6T1	OR6T1	Y
q18831	q18831.raw	REPEAT15	C05	B	q18831	LMOD3	LMOD3	Y
q18832	q18832.raw	REPEAT15	C04	B	q18832	OR14J1	OR14J1	Y
q18835	q18835.raw	REPEAT15	B12	B	q18835	FAM81A	FAM81A	Y
q18836	q18836.raw	REPEAT15	B11	B	q18836	PRR4	PRR4	Y
q18837	q18837.raw	REPEAT15	B10	B	q18837	OR52B2	OR52B2	Y
q18838	q18838.raw	REPEAT15	B09	B	q18838	LHFPL1	LHFPL1	Y
q18841	q18841.raw	REPEAT15	B06	B	q18841	STARD5	STARD5	Y
q18842	q18842.raw	REPEAT15	B05	B	q18842	PRKY	PRKY	Y
q18843	q18843.raw	REPEAT15	B04	B	q18843	TMEM167B	TMEM167B	Y
q18845	q18845.raw	REPEAT15	B02	B	q18845	KCNIP1	KCNIP1	Y
q18846	q18846.raw	REPEAT15	A11	B	q18846	GPR160	GPR160	Y
q18847	q18847.raw	REPEAT15	A10	B	q18847	BANF2	BANF2	Y
q18848	q18848.raw	REPEAT15	A09	B	q18848	CCT8L2	CCT8L2	Y
q18851	q18851.raw	REPEAT15	A06	B	q18851	RPEL1	RPEL1	Y
q18853	q18853.raw	REPEAT15	A03	B	q18853	TSPAN10	TSPAN10	Y
q18854	q18854.raw	REPEAT15	A02	B	q18854	KRT34	KRT34	Y
q19000	q19000.raw	REPEAT15	B04	C	q19000	TMEM167B	TMEM167B	Y
q19003	q19003.raw	REPEAT15	E09	C	q19003	OR52K2	OR52K2	Y
q3696	q3696.raw	71PEI2	B07	B	q3696	POLE	POLE	Y
q3697	q3697.raw	71PEI2	B06	B	q3697	VSX1	VSX1	Y
q7408	q7408.raw	81096	G06	C	q7408	ARSG	ARSG	Y
q7409	q7409.raw	81096	G05	C	q7409	ARHGEF3	ARHGEF3	Y
q7410	q7410.raw	81096	G04	C	q7410	CYP4V2	CYP4V2	Y
q7411	q7411.raw	81096	G02	C	q7411	ZNF490	ZNF490	Y
q7413	q7413.raw	81096	H06	C	q7413	YARS	YARS	Y
q7414	q7414.raw	81096	H05	C	q7414	MEPE	MEPE	Y
q7551	q7551.raw	81045PEI	C01	A	q7551	RAB15	RAB15	Y
q7552	q7552.raw	81045PEI	C02	A	q7552	SOCS3	SOCS3	Y
q7554	q7554.raw	81045PEI	C04	A	q7554	TTLL9	TTLL9	Y
q7555	q7555.raw	81045PEI	C05	A	q7555	IFNA4	IFNA4	Y
q7557	q7557.raw	81045PEI	C08	A	q7557	TNNI3	TNNI3	Y
q7558	q7558.raw	81045PEI	C09	A	q7558	MOBKL2C	MOBKL2C	Y
q7559	q7559.raw	81045PEI	C10	A	q7559	CRP	CRP	Y
q7561	q7561.raw	81045PEI	C12	A	q7561	MAU2	MAU2	Y
q7568	q7568.raw	81045PEI	D01	A	q7568	C10orf107	C10orf107	Y
q7569	q7569.raw	81045PEI	D02	A	q7569	RECK	RECK	Y
q7570	q7570.raw	81045PEI	D03	A	q7570	C16orf54	C16orf54	Y
q7571	q7571.raw	81045PEI	D04	A	q7571	LHFPL4	LHFPL4	Y
q7572	q7572.raw	81045PEI	D05	A	q7572	IFNA1	IFNA1	Y
q7573	q7573.raw	81045PEI	D07	A	q7573	RABL2A	RABL2A	Y
q7574	q7574.raw	81045PEI	D08	A	q7574	ZNF586	ZNF586	Y
q7576	q7576.raw	81045PEI	D11	A	q7576	RWDD4	RWDD4	Y
q7636	q7636.raw	81094	C12	B	q7636	SASS6	SASS6	Y
q7637	q7637.raw	81094	C09	B	q7637	GCM2	GCM2	Y
q7638	q7638.raw	81094	C07	B	q7638	PRCC	PRCC	Y
q7641	q7641.raw	81094	C03	B	q7641	FGFRL1	FGFRL1	Y
q7646	q7646.raw	81094	A11	B	q7646	CYP2A7	CYP2A7	Y
q7647	q7647.raw	81094	A10	B	q7647	RFTN2	RFTN2	Y
q7648	q7648.raw	81094	A09	B	q7648	GDF5	GDF5	Y
q7649	q7649.raw	81094	A08	B	q7649	CHD2	CHD2	Y
q7650	q7650.raw	81094	A07	B	q7650	THUMPD3	THUMPD3	Y
q7651	q7651.raw	81094	A06	B	q7651	ANGPT2	ANGPT2	Y
q7652	q7652.raw	81094	A05	B	q7652	PLB1	PLB1	Y
q7653	q7653.raw	81094	A04	B	q7653	DHX30	DHX30	Y
q7654	q7654.raw	81094	A03	B	q7654	INTS4	INTS4	Y
q7655	q7655.raw	81094	A02	B	q7655	TRAF2	TRAF2	Y
q7656	q7656.raw	81094	A01	B	q7656	CRISPLD1	CRISPLD1	Y
q7659	q7659.raw	81094	D12	B	q7659	RSL1D1	RSL1D1	Y
q7660	q7660.raw	81094	D11	B	q7660	FSCN2	FSCN2	Y
q7661	q7661.raw	81094	D10	B	q7661	PRPF31	PRPF31	Y
q7662	q7662.raw	81094	D09	B	q7662	TBC1D22B	TBC1D22B	Y
q7663	q7663.raw	81094	D08	B	q7663	PRPF19	PRPF19	Y
q7664	q7664.raw	81094	D07	B	q7664	USP14	USP14	Y
q7665	q7665.raw	81094	D06	B	q7665	ATF2	ATF2	Y
q7666	q7666.raw	81094	D04	B	q7666	ZNF512	ZNF512	Y
q7667	q7667.raw	81094	D02	B	q7667	NMD3	NMD3	Y
q7670	q7670.raw	81094	B12	B	q7670	SMYD1	SMYD1	Y
q7671	q7671.raw	81094	B11	B	q7671	HHAT	HHAT	Y
q7672	q7672.raw	81094	B09	B	q7672	C10orf2	C10orf2	Y
q7673	q7673.raw	81094	B08	B	q7673	TFCP2	TFCP2	Y
q7674	q7674.raw	81094	B07	B	q7674	NF2	NF2	Y
q7675	q7675.raw	81094	B06	B	q7675	SLC24A5	SLC24A5	Y
q7676	q7676.raw	81094	B04	B	q7676	SHMT2	SHMT2	Y
q7677	q7677.raw	81094	B03	B	q7677	PDHX	PDHX	Y
q7678	q7678.raw	81094	B01	B	q7678	CYP3A5	CYP3A5	Y
q7757	q7757.raw	81110	A01	A	q7757	FAM189B	FAM189B	Y
q7758	q7758.raw	81110	A02	A	q7758	FAM190A	FAM190A	Y
q7759	q7759.raw	81110	A03	A	q7759	LIMK2	LIMK2	Y
q7760	q7760.raw	81110	A05	A	q7760	NALCN	NALCN	Y
q7761	q7761.raw	81110	A06	A	q7761	FLRT1	FLRT1	Y
q7762	q7762.raw	81110	A07	A	q7762	KIF22	KIF22	Y
q7763	q7763.raw	81110	A08	A	q7763	VASN	VASN	Y
q7765	q7765.raw	81110	A11	A	q7765	SLC39A12	SLC39A12	Y
q7766	q7766.raw	81110	A12	A	q7766	ALOX5	ALOX5	Y
q7769	q7769.raw	81094	A12	B	q7769	ZSCAN22	ZSCAN22	Y
q7772	q7772.raw	81094	G11	B	q7772	TXNRD2	TXNRD2	Y
q7774	q7774.raw	81094	G09	B	q7774	FMN1	FMN1	Y
q7776	q7776.raw	81094	G07	B	q7776	CLCC1	CLCC1	Y
q7777	q7777.raw	81094	G06	B	q7777	ANXA11	ANXA11	Y
q7778	q7778.raw	81094	G05	B	q7778	ACVRL1	ACVRL1	Y
q7779	q7779.raw	81094	G03	B	q7779	ACCS	ACCS	Y
q7780	q7780.raw	81094	G02	B	q7780	KCNJ3	KCNJ3	Y
q7786	q7786.raw	81110	C03	A	q7786	SLC20A1	SLC20A1	Y
q7787	q7787.raw	81110	C04	A	q7787	BBS7	BBS7	Y
q7788	q7788.raw	81110	C05	A	q7788	HBS1L	HBS1L	Y
q7790	q7790.raw	81110	C11	A	q7790	DNA2	DNA2	Y
q7791	q7791.raw	81110	C12	A	q7791	ABCG8	ABCG8	Y
q7794	q7794.raw	81110	F01	A	q7794	OAS2	OAS2	Y
q7795	q7795.raw	81110	F02	A	q7795	ATMIN	ATMIN	Y
q7796	q7796.raw	81110	F03	A	q7796	PAK6	PAK6	Y
q7797	q7797.raw	81110	F04	A	q7797	TNXB	TNXB	Y
q7799	q7799.raw	81110	F08	A	q7799	ESRP1	ESRP1	Y
q7800	q7800.raw	81110	F09	A	q7800	SLC25A13	SLC25A13	Y
q7801	q7801.raw	81110	F10	A	q7801	LRRC45	LRRC45	Y
q7803	q7803.raw	81110	F12	A	q7803	GIMAP8	GIMAP8	Y
q8025	q8025.raw	81110	G01	A	q8025	SPG20	SPG20	Y
q8026	q8026.raw	81110	G02	A	q8026	RAD17	RAD17	Y
q8027	q8027.raw	81110	G03	A	q8027	ADRBK1	ADRBK1	Y
q8028	q8028.raw	81110	G04	A	q8028	KBTBD7	KBTBD7	Y
q8029	q8029.raw	81110	G05	A	q8029	SCFD2	SCFD2	Y
q8030	q8030.raw	81110	G06	A	q8030	VILL	VILL	Y
q8031	q8031.raw	81110	G07	A	q8031	TBC1D14	TBC1D14	Y
q8033	q8033.raw	81110	G09	A	q8033	TGM4	TGM4	Y
q8038	q8038.raw	81110	H01	A	q8038	SCEL	SCEL	Y
q8039	q8039.raw	81110	H02	A	q8039	WDTC1	WDTC1	Y
q8040	q8040.raw	81110	H03	A	q8040	SH3KBP1	SH3KBP1	Y
q8041	q8041.raw	81110	H04	A	q8041	RPH3A	RPH3A	Y
q8042	q8042.raw	81110	H05	A	q8042	SYDE1	SYDE1	Y
q8043	q8043.raw	81110	H06	A	q8043	GLB1	GLB1	Y
q8044	q8044.raw	81110	H07	A	q8044	TP63	TP63	Y
q8045	q8045.raw	81110	H08	A	q8045	MPP5	MPP5	Y
q8046	q8046.raw	81110	H09	A	q8046	ALOX15B	ALOX15B	Y
q8047	q8047.raw	81110	H10	A	q8047	FERMT2	FERMT2	Y
q8065	q8065.raw	81110	G09	B	q8065	TGM4	TGM4	Y
q8070	q8070.raw	81110	G04	B	q8070	KBTBD7	KBTBD7	Y
q8071	q8071.raw	81110	G03	B	q8071	ADRBK1	ADRBK1	Y
q8072	q8072.raw	81110	G02	B	q8072	RAD17	RAD17	Y
q8073	q8073.raw	81110	G01	B	q8073	SPG20	SPG20	Y
